title,author,price,isbn,publishedDate,categoryName,stockQuantity,description,coverImageUrl
Core OWL 5.0,Ted Neward,326,1884777503,12-01-1997,Programming,8,"Are you an OWL programmer frustrated by shallow coverage of OWL topics in current documentation  Core OWL 5.0 takes you well beyond the ""Hello, world"" level. Concentrating on the central features and classes of the OWL framework, this book dives unde...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/neward.jpg
Advanced OWL 5.0,Ted Neward,502,1884777465,01-01-1998,Programming,20,"Are you an OWL programmer who'd like to know more about the new, largely undocumented features of OWL 5.0  Here's a book that covers advanced ways to make the OWL library do those tricky things you thought weren't possible. You'll get a long, exhaust...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/neward2.jpg
Server-Based Java Programming,Ted Neward,494,1884777716,06-01-2000,Java,14,"Java on the server is here to stay. Whether you're using J2EE or writing your own, you will need to understand the fundamental concepts of server-based Java. Server-Based Java Programming teaches those concepts of Java that underlie the J2EE APIs and...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/neward3.jpg
SQL Server MVP Deep Dives,Contributions from 53 SQL Server MVPs,934,1935182048,11-01-2009,Microsoft .NET,47,"This is no ordinary SQL Server book. In SQL Server MVP Deep Dives, the world's leading experts and practitioners offer a masterful collection of techniques and best practices for SQL Server development and administration. 53 MVPs each pick an area of...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/nielsen.jpg
SQL Server MVP Deep Dives,Contributions from 53 SQL Server MVPs; Edited by Paul Nielsen,630,9.78E+12,15-11-2009,Microsoft .NET,44,"This is no ordinary SQL Server book. In SQL Server MVP Deep Dives, the world's leading experts and practitioners offer a masterful collection of techniques and best practices for SQL Server development and administration. 53 MVPs each pick an area of...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/nielsenaw.jpg
SQL Server MVP Deep Dives,Paul Nielsen,839,9.78E+12,11-01-2009,Microsoft .NET,34,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/nielsonaw.jpg
PostGIS in Action,Regina O. Obe,717,1935182269,04-11-2011,Internet,10,"Whether you're canvassing a congressional district, managing a sales region, mapping city bus schedules, or analyzing local cancer rates, thinking spatially opens up limitless possibilities for database users. PostGIS, a freely available open-source ...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/obe.jpg
Programming Mac OS X,Kevin O'Malley,830,1930110855,01-01-2003,Programming,10,"A guide for UNIX developers who want accurate information on getting up to speed with Mac OS X and its software development environment, this book provides programmers all the information they need to understand and use the operating system, its deve...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/omalley.jpg
The Art of Unit Testing,Roy Osherove,545,1933988274,05-01-2009,Software Engineering,50,"Unit testing, done right, can mean the diff erence between a failed project and a successful one, between a maintainable code base and a code base that no one dares touch, and between getting home at 2 AM or getting home in time for dinner, even befo...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/osherove.jpg
Mahout in Action,Sean Owen,147,1935182684,10-05-2011,Java,45,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/owen.jpg
ASP.NET MVC in Action,Jeffrey Palermo,734,1933988622,09-01-2009,Microsoft .NET,45,"ASP.NET MVC implements the Model-View-Controller pattern on the ASP.NET runtime. It works well with open source projects like NHibernate, Castle, StructureMap, AutoMapper, and MvcContrib.    ASP.NET MVC in Action is a guide to pragmatic MVC-based web...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/palermo.jpg
ASP.NET MVC 2 in Action,Jeffrey Palermo,721,193518279X,06-01-2010,Microsoft .NET,48,"The future of high-end web development on the Microsoft platform, ASP.NET MVC 2 provides clear separation of data, interface, and logic and radically simplifies tedious page and event lifecycle management. And since it's an evolution of ASP.NET, you ...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/palermo2.jpg
ASP.NET MVC 4 in Action,Jeffrey Palermo,759,1617290416,25-05-2012,Microsoft .NET,3,"A successful ASP.NET application needs to accomplish its functional goals, provide a comfortable user experience, and be easy to deploy, maintain, and extend. ASP.NET MVC is a development framework designed around these principles. It provides the st...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/palermo3.jpg
EJB 3 in Action,Debu Panda,472,1933988347,04-01-2007,Java,2,"EJB 2 is widely used but it comes at a cost   procedural, redundant code. EJB 3 is a different animal. By adopting a POJO programming model and Java 5 annotations, it dramatically simplifies enterprise development. A cool new feature, its Java Persis...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/panda.jpg
"EJB 3 in Action, Second Edition",Debu Panda,864,1935182994,04-07-2014,Java,15,"The EJB 3 framework was a major advancement for Java EE developers, providing a consistent, easy to use model to create and extend applications. EJB 3 incorporates a POJO programming model and Java 5 annotations, along with the Java Persistence API (...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/panda2.jpg
Explorer's Guide to the Semantic Web,Thomas B. Passin,598,1932394206,06-01-2004,Internet,22,"A complex set of extensions to the World Wide Web, the Semantic Web will make data and services more accessible to computers and useful to people. Some of these extensions are being deployed, and many are coming in the next years. This is the only bo...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/passin.jpg
Practical LotusScript,Anthony Patton,960,1884777767,05-01-1999,Business,26,"Practical LotusScript covers the LotusScript programming language like no other book on the market. It starts with the core languge and proceeds to cover the specifics of Lotus Notes in complete detail. Advanced topics include report generation, work...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/patton.jpg
Domino Development with Java,Anthony Patton,602,1930110049,08-01-2000,Java,26,Domino Development with Java takes the mysteries out of using the Java programming language within the Domino development environment. It provides a solid foundation for working utilization of the Java programming language in the Domino Application S...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/patton2.jpg
Windows PowerShell in Action,Bruce Payette,396,1932394907,02-01-2007,Microsoft,8,"Windows has an easy-to-use interface, but if you want to automate it, life can get hard. That is, unless you use PowerShell, an elegant new dynamic language from Microsoft designed as an all-purpose Windows scripting tool. PowerShell lets you script ...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/payette.jpg
"Windows PowerShell in Action, Second Edition",Bruce Payette,997,1935182137,15-05-2011,Microsoft,39,"Windows PowerShell transformed the way administrators and developers interact with Windows. PowerShell, an elegant dynamic language from Microsoft, lets you script administrative tasks and control Windows from the command line. Because it's a full-fe...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/payette2.jpg
"Silverlight 4 in Action, Revised Edition",Pete Brown,102,1935182374,10-04-2010,Microsoft .NET,33,"Anyone who has gotten a taste of what it can do knows that Silverlight represents an entirely new level of rich web interface technology for Microsoft developers. With Silverlight, developers can use JavaScript, C#, and other languages to build user-...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/pbrown.jpg
Silverlight 5 in Action,Pete Brown,436,1617290319,06-01-2012,Microsoft,31,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/pbrown2.jpg
Hibernate Quickly,Patrick Peak,146,1932394419,08-01-2005,Java,48,"Positioned as a layer between the application and the database, Hibernate is a powerful object/relational persistence and query service for Java. It takes care of automating a tedious task: the manual bridging of the gap between object oriented code ...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/peak.jpg
Generative Art,Matt Pearson,660,1935182625,30-06-2011,Algorithmic Art,34,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/pearson.jpg
Windows Phone 7 in Action,Timothy Binkley-Jones,219,1617290092,21-08-2012,Mobile Technology,11,"Windows Phone 7 is a major shift in the way Microsoft developers design, develop, and sell mobile apps. By leveraging a trio of established technologies-Silverlight, XNA, and C#   developers can blend what they already know about Windows development ...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/perga.jpg
Lift in Action,Timothy Perrett,352,1935182803,18-11-2011,Java,4,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/perrett.jpg
Web Development with Apache and Perl,Theo Petersen,574,1930110065,04-01-2002,Perl,18,"Open source tools provide a powerful and flexible environment for web development and maintenance. If your site has complex business rules or server logic, then you need more than just an interface builder. You need a strong application language with...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/petersen.jpg
Real-World Functional Programming,Tomas Petricek with Jon Skeet,569,1933988924,12-01-2009,Microsoft .NET,5,"Functional programming languages are good at expressing complex ideas in a succinct, declarative way. Functional concepts such as ""immutability"" and ""function values"" make it easier to reason about code   as well as helping with concurrency. The new ...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/petricek.jpg
Machine Learning in Action,Peter Harrington,220,1617290181,04-04-2012,Software Engineering,4,"It's been said that data is the new ""dirt""   the raw material from which and on which you build the structures of the modern world. And like dirt, data can seem like a limitless, undifferentiated mass. The ability to take raw data, access it, filter ...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/pharrington.jpg
Dependency Injection,Dhanji R. Prasanna,968,193398855X,08-01-2009,Microsoft .NET,7,"In object-oriented programming, a central program normally controls other objects in a module, library, or framework. With dependency injection, this pattern is inverted   a reference to a service is placed directly into the object which eases testin...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/prasanna.jpg
Understanding Enterprise SOA,Eric Pulier and Hugh Taylor,933,1932394591,11-01-2005,Theory,24,"Understanding Enterprise SOA gives technologists and business people an invaluable and until now missing integrated picture of the issues and their interdependencies. You will learn how to think in a big way, moving confidently between technology- an...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/pulier.jpg
Open-Source ESBs in Action,Tijs Rademakers,202,1933988215,09-01-2008,Business,31,"The need for enterprise integration is widespread for the simple reason that businesses require independent applications to exchange information with each other. A CRM application must know about the order history of a customer, but that history is s...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/rademakers.jpg
Activiti in Action,Tijs Rademakers,496,1617290122,07-12-2012,Software Engineering,7,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/rademakers2.jpg
DSLs in Boo: Domain-Specific Languages in .NET,Oren Eini writing as Ayende Rahien,445,1933988606,01-01-2010,Microsoft .NET,24,"A general-purpose language like C# is designed to handle all programming tasks. By contrast, the structure and syntax of a Domain-Specific Language are designed to match a particular applications area. A DSL is designed for readability and easy progr...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/rahien.jpg
JUnit Recipes,J. B. Rainsberger with contributions by Scott Stirling,990,1932394230,07-01-2004,Java,9,"When testing becomes a developer's habit good things tend to happen--good productivity, good code, and good job satisfaction. If you want some of that, there's no better way to start your testing habit, nor to continue feeding it, than with JUnit Rec...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/rainsberger.jpg
wxPython in Action,Noel Rappin,709,1932394621,03-01-2006,Python,39,"wxPython is an open source GUI toolkit for the Python programming language. It offers productivity gains and useful features for any programmer, and is quickly gaining in popularity as a result. The only published source for the wxPython toolkit, co-...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/rappin.jpg
Clojure in Action,Amit Rathore,927,1935182595,15-11-2011,Java,11,"Clojure is a modern implementation of Lisp for the JVM, ideally suited for general programming and specialized tasks like creating domain specific languages. Like Haskell and Scala, Clojure supports the functional style of programming. By combining f...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/rathore.jpg
Scala in Action,Nilanjan Raychaudhuri,864,1935182757,04-09-2013,Java,35,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/raychaudhuri.jpg
Working with Objects,Trygve Reenskaug,496,134529308,08-01-1995,Object-Oriented Programming,21,"Working With Objects is the authoritative account of the highly successful OOram method for software analysis, design, development, maintenance and reuse. OOram has been fine-tuned over a decade on hundreds of projects by Trygve Reenskaug and his col...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/reenskaug.jpg
PHP in Action,Dagfinn Reiersøl with Marcus Baker,583,1932394753,07-01-2007,PHP,45,"To keep programming productive and enjoyable, state-of-the-art practices and principles are essential. Object-oriented programming and design help manage complexity by keeping components cleanly separated. Unit testing helps prevent endless, exhausti...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/reiersol.jpg
Secrets of the JavaScript Ninja,John Resig,454,193398869X,27-12-2012,Java,13,"JavaScript developers commonly rely on collections of reusable JavaScript code--written by themselves or by someone else at their company. Alternatively, they rely on code from a third party. But in all these cases they need to know how to either con...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/resig.jpg
Microsoft Office Essentials,Ronny Richardson,792,132623129,07-01-1996,Business,13,"Many books on Microsoft Office try to cover every feature of the software. You don't use every feature, though. Microsoft Office Essentials simply covers the things you really want to know and skips over all those esoteric features that 99 out of 100...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/richardson2.jpg
Swing,Matthew Robinson,495,1884777848,12-01-1999,Java,3,nan...,
Swing Second Edition,Chris Lee,706,193011088X,02-01-2003,Java,8,"This book builds on the successful approach of the first edition of Swing, once again taking the power and flexibility of Java's Swing library to its limits. Using a fast-paced style, it starts by introducing each of the Swing components and continue...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/robinson2.jpg
The Awesome Power of Java Beans,Lawrence H. Rodrigues,427,1884777562,05-01-1998,Java,7,"Build your own bean  Or use one that's ready-made  The Awesome Power of Java Beans provides the details on both. Either way, the power of Java Beans is awesome: once created, your beans run anywhere-- ceven masquerading as an ActiveX control.    The ...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/rodrigues.jpg
Personal Videoconferencing,Evan Rosen,578,013268327X,06-01-1996,Networking,41,"The first book on the most powerful communication tool since the development of the personal computer, Personal Videoconferencing will help you streamline your business and gain a competitive edge. It summarizes the experience of more than seventy co...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/rosen.jpg
The Cloud at Your Service,Jothy Rosenberg,167,1935182528,22-11-2010,Internet,4,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/rosenberg.jpg
Implementing Elliptic Curve Cryptography,Michael Rosing,927,1884777694,11-01-1998,Theory,40,"Implementing Elliptic Curve Cryptography proceeds step-by-step to explain basic number theory, polynomial mathematics, normal basis mathematics and elliptic curve mathematics. With these in place, applications to cryptography are introduced. The book...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/rosing.jpg
SOA Patterns,Arnon Rotem-Gal-Oz,420,1933988266,09-12-2012,SOA,11,"SOA   Service Oriented Architecture   has become the leading solution for complex, connected business systems. While it's easy to grasp the theory of SOA, implementing well-designed, practical SOA systems can be a difficult challenge. Developers and ...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/rotem.jpg
Hello World!,Warren D. Sande,476,1933988495,03-01-2009,Programming,26,"Your computer won't respond when you yell at it. Why not learn to talk to your computer in its own language  Whether you want to write games, start a business, or you're just curious, learning to program is a great place to start. Plus, programming i...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/sande.jpg
SCBCD Exam Study Kit,Paul Sanghera,944,1932394400,06-01-2005,Java,42,"There is probably no Java certification more valuable to you than Sun Certified Business Component Developer CX-310-090. To pass you need a readable, no-nonsense book focused like a laser beam on the exam goals. SCBCD Exam Study Kit is that book.    ...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/sanghera.jpg
Portlets in Action,Ashish Sarin,586,1935182544,16-09-2011,Java,31,"A ""portal"" is a browser-based container populated by small applications called ""portlets"". Good portlets need to work independently, but also communicate with the portal, other portlets, and outside servers and information sources. Whether they're pa...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/sarin.jpg
SWT/JFace in Action,Matthew Scarpino,198,1932394273,11-01-2004,Java,16,"SWT and JFace are Eclipse's graphical libraries. They enable you to build nimble and powerful Java GUIs--but this is only the beginning. With Draw2D and the Graphical Editing Framework, you can go beyond static applications and create full-featured e...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/scarpino.jpg
OpenCL in Action,Matthew Scarpino,164,1617290173,14-11-2011,Programming,48,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/scarpino2.jpg
Multiprotocol over ATM,Andrew Schmidt,827,138892709,03-01-1998,Internet,50,"Networks constructed with current ATM protocol design standards exceed by far former network capabilities. Unfortunately, this new ATM power and flexibility come at the cost of greater complexity. With the detailed coverage of the entire set of proto...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/schmidt.jpg
Dependency Injection in .NET,Mark Seemann,697,1935182501,10-03-2011,Microsoft .NET,14,"Dependency Injection (DI) is a software design technique emphasizing Separation of Concerns, Modularity, Extensibility and Testability. Applied well, it enables programmers to successfully deal with complexity in software and add new features to exis...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/seemann.jpg
Java 3D Programming,Daniel Selman,455,1930110359,03-01-2002,Java,15,"Java 3D Programming steps programmers through the important design and implementation phases of developing a successful Java 3D application. The book provides invaluable guidance on whether to use Java 3D, user interface design, geometry creation, sc...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/selman.jpg
Liferay in Action,Richard Sezov,698,193518282X,20-09-2011,Internet,20,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/sezov.jpg
JSP Tag Libraries,Gal Shachor,867,193011009X,05-01-2001,Java,17,JSP Tag Libraries is a bible for serious JSP developers. The reader will become acquainted with the world of custom JSP tags--new JSP technology that is beginning to have an enormous impact on the way people are developing JSP.    JSP tags are Java c...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/shachor.jpg
Instant Messaging in Java,Iain Shigeoka,784,1930110464,03-01-2002,Internet,45,"Instant Messaging has exploded into the online world and is a wildly popular service of the largest Internet Service Providers (ISP) like AOL with AOL Instant Messenger, MSN with Microsoft Messenger, and Yahoo with Yahoo Messenger. Millions of Intern...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/shigeoka.jpg
Java Applets and Channels Without Programming,Ronny Richardson,318,1884777392,12-01-1999,Java,2,"If you want to use Java to enhance your Web site, you have two choices: you can write the Java applet yourself or you can find an already written Java applet that meets your needs. If you prefer not to do the writing yourself, then Java Applets and C...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/shoffner.jpg
PowerShell in Practice,Richard Siddaway,631,1935182005,06-08-2010,Microsoft .NET,29,"Whether you're optimizing performance, automating tasks, or exploiting software features, efficiency is the key to a system administrator's success. Anything that saves a few cycles is a welcome addition to your toolbox; Windows PowerShell has the po...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/siddaway.jpg
PowerShell and WMI,Richard Siddaway,534,1617290114,30-04-2012,Microsoft .NET,32,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/siddaway2.jpg
Making Sense of Java,Bruce Simpson,953,132632942,06-01-1996,Java,46,"The meteoric rise of interest in Java, and the simultaneous rise in Java-related hype, make this book's no-nonsense evaluation essential reading for all levels of professionals, from managers to programmers. Making Sense of Java clearly and concisely...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/simpson.jpg
C++/CLI in Action,Nishant Sivakumar,667,1932394818,04-01-2007,Microsoft,10,"Developers initially welcomed Microsoft   s Managed C++ for .NET, but the twisted syntax made it difficult to use. Its much-improved replacement, C++/CLI, now provides an effective bridge between the native and managed programming worlds. Using this ...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/sivakumar.jpg
C# in Depth,Jon Skeet,462,1933988363,04-01-2008,Microsoft .NET,6,"In programming, there's no substitute for knowing your stuff. In versions 2 and 3, C# introduces new concepts such as lambda expressions and implicit typing that make the language more flexible and give you more power. Using Language INtegrated Query...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/skeet.jpg
"C# in Depth, Second Edition",Jon Skeet,695,1935182471,,Microsoft .NET,44,"C# has changed since it was first introduced   a lot! With generics, lambda expressions, dynamic typing, LINQ, iterator blocks and many other features, C# is more expressive than ever. However, you can't get the most out of the language unless you kn...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/skeet2.jpg
Magical A-Life Avatars,Peter Small,669,1884777589,12-01-2000,Internet,36,"Here's a book guaranteed to inspire your creativity and get you looking at the Internet and the World Wide Web with new eyes. Modeling its vision on evolutionary biology, Magical A-Life Avatars uses the example environment of Macromedia Director to c...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/small.jpg
Becoming Agile,Greg Smith,127,1933988258,05-01-2009,Software Engineering,6,"Agile principles have been a breath of fresh air to many development teams stuck in the middle of a rigid, process-driven environment. Unfortunately, it's not so easy to bring Agile into an existing organization with established people and practices....",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/smith.jpg
ActiveMQ in Action,Bruce Snyder,657,1933988940,31-03-2011,Java,31,"Modern distributed architectures require a secure, reliable way to exchange messages in asynchronous, loosely-coupled systems. For Java developers, the Java Message Service (JMS) provides that core functionality. The Apache ActiveMQ message broker is...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/snyder.jpg
Implementing PeopleSoft Financials,Early Stephens,815,138411808,01-01-1997,Business,18,"The PeopleSoft promise is enticing: Here's a way for your company to implement a complete and flexible financial infrastructure in a client/server environment without the burdens of low-level programming. But, implementation remains complex and requi...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/stephens.jpg
SQL Server DMVs in Action,Ian W. Stirk,912,1935182730,05-09-2011,Microsoft .NET,44,"SQL Server DMVs in Action is a practical guide that shows you how to obtain, interpret, and act on the information captured by DMVs to keep your system in top shape. The samples provided in this book will help you master DMVs and also give you a test...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/stirk.jpg
Scala in Depth,Joshua D. Suereth,306,1935182706,14-05-2012,Java,29,"Scala is a unique and powerful new programming language for the JVM. Blending the strengths of the Functional and Imperative programming models, Scala is a great tool for building highly concurrent applications without sacrificing the benefits of an ...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/suereth.jpg
JMX in Action,Benjamin G. Sullins,806,1930110561,09-01-2002,Java,3,"With Java Management Extensions (JMX), you can configure, manage and monitor your Java applications at run-time, as well as break your applications into components that can be swapped out. JMX provides a window into an application's state and its beh...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/sullins.jpg
EJB Cookbook,Benjamin G. Sullins,455,1930110944,05-01-2003,Java,50,"The EJB Cookbook is a resource for the practicing EJB developer. It is a systematic collection of EJB 'recipes'. Each recipe describes a practical problem and its background; it then shows the code that  solves it, and ends with a detailed discussion...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/sullins2.jpg
"GWT in Action, Second Edition",Adam Tacy,180,1935182846,21-01-2013,Java,31,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/tacy.jpg
"JUnit in Action, Second Edition",Petar Tahchiev,566,1935182021,07-01-2010,Java,25,"When JUnit was first introduced a decade ago by Kent Beck and Erich Gamma, the Agile movement was in its infancy, ""Test Driven Development"" was unknown, and unit testing was just starting to move into the typical developer's vocabulary. Today, most d...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/tahchiev.jpg
Bitter Java,Bruce A. Tate,708,193011043X,03-01-2002,Java,4,"It is a well-known fact that most software projects fail. Drawing important lessons from common failures is the goal of Bitter Java.    Reusing design patterns is not enough for success: patterns are like partial maps of dangerous terrain. They help,...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/tate.jpg
Bitter EJB,Bruce Tate,373,1930110952,05-01-2003,Java,29,"In Bitter EJB, Bruce Tate and his co-authors continue the entertaining and engaging writing style of relating true-life adventure sport experiences to antipattern themes established in Bruce's first book, the best selling Bitter Java.    This more ad...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/tate2.jpg
Spring Batch in Action,Arnaud Cogoluegnes,586,1935182951,10-01-2011,In Action,36,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/templier.jpg
JDK 1.4 Tutorial,Gregory M. Travis,191,1930110456,03-01-2002,Java,21,"Java is a success. It is now used across the programming landscape, from embedded devices to enterprise-class distributed systems. As Java's use increases, the pressure grows for it to expand to meet the diverse needs of the developer communities. Th...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/travis.jpg
iPhone and iPad in Action,Brandon Trebitowski,570,1935182587,08-01-2010,Mobile Technology,2,"This hands-on tutorial will help you master iPhone/iPad development using the native iPhone SDK. It guides you from setting up dev tools like Xcode and Interface Builder, through coding your first app, all the way to selling in the App Store.    Usin...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/trebitowski.jpg
SQL Server 2005 Reporting Services in Action,Bret Updegraff,910,1932394761,11-01-2006,Microsoft,28,"Reports are the lifeline of business, so a good reporting environment is a big deal. With a powerful tool like Microsoft Reporting Services, .NET developers can add reporting to any type of application, regardless of its target platform or developmen...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/updegraff.jpg
Ten Years of UserFriendly.Org,"JD ""Illiad"" Frazer",511,1935182129,12-01-2008,Miscellaneous,14,"For over 10 years, UserFriendly has been entertaining geeks of all stripes with its daily dose of humor, social commentary, and occasionally absurd observations about the world of technology. Loyal UserFriendly fans   UFies   have been asking for a B...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/userfriendly.jpg
Graphics Programming with Perl,Martien Verbruggen,665,1930110022,05-01-2002,Computer Graphics,41,An increasing number of tasks in application programming and web design requires creating and manipulating graphics. Perl is a powerful and flexible language that is not commonly associated with graphics programming. The speed of developing in Perl p...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/verbruggen.jpg
RabbitMQ in Action,Alvaro Videla,754,1935182978,20-04-2012,Software Engineering,45,nan...,https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/videla.jpg
XDoclet in Action,Craig Walls,259,1932394052,11-01-2003,XML,30,"Are you tired of writing the same Java code, over and over again  XDoclet will take the burden of repetitive development tasks off your shoulders by automating them. XDoclet is a metadata-driven, code generation engine for Java. Starting from simple ...",https://s3.amazonaws.com/AKIAJC5RLADLUMVRPFDQ.book-thumb-images/walls.jpg
